,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
55,Panama,la berlina estate,Baby Geisha Washed,beneficio casa ruiz s.a.,,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60 kg,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Gonzalo Hernandez,Gesha,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.08,0,1.0,Bluish-Green,0,"October 9th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
56,Ethiopia,,,burka gudina,2014/2015,ibrahim hussien specality coffee product & exporter,1800-2000,oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,320,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Ibrahim Hussien Speciality Coffee Producer &Export,,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Green,4,"April 3rd, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
57,Guatemala,valparaiso,,beneficio valparaiso,11/1886/03,sertrasa,5000,acatenango,SERTRASA,150,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,0.12,0,0.0,Green,3,"July 3rd, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
58,Guatemala,finca el limon,,beneficio serben,11-853-155,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,"June 5th, 2012",Juan Luis Alvarado Romero,Catuai,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,0.1,0,0.0,Bluish-Green,1,"June 5th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
59,Ethiopia,seid damtew coffee planation,320,seid damtew coffee export and plantation,490,seid damtew coffee planation,,addis ababa,seid damtew coffee export and plantation,320,19200 kg,METAD Agricultural Development plc,2017,"June 23rd, 2017",SEID DAMTEW COFFEE PLANATAION,Caturra,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,0.09,0,4.0,,7,"June 23rd, 2018",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
60,Peru,,,,030-0537-2066,sustainable harvest,,cajamarca,,280,5 lbs,Specialty Coffee Association,2013,"January 22nd, 2014",Dane Loraas,,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,4,0.0,Green,6,"January 22nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
61,Papua New Guinea,tairora cherry – bonta,,baroida,25072012,cqi,1700 mts,eastern highlands province,"Colbran CoffeeLands, Ltd.",7,60 kg,Specialty Coffee Association,2012,"October 25th, 2012","Colbran Coffeelands, Ltd.",,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,0,0.0,Bluish-Green,1,"October 25th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
62,El Salvador,el majahual,,j. hill y cia,09 – 060-24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2 kg,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,0,0.0,Blue-Green,3,"March 18th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
63,El Salvador,finca la esmeralda,,"aqua caliente, j.j. borja nathan. s.a",,lusso coffee lab,1300~1400 m.s.l,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1 kg,Specialty Coffee Association,2012,"January 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,0.11,0,0.0,,0,"January 12th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
64,United States (Hawaii),,,,220451,kona pacific farmers cooperative,,kona,,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,0,0.0,,1,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
65,Panama,elida estate,,elida estate,290503,essence coffee,1680,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,2,0.0,,2,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
66,Kenya,inoi,,inoi,3707361715,essence coffee,1900m,kirinyaga,,16,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,0,0.0,Green,3,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
67,Ethiopia,,,,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,Other,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,0.12,0,0.0,Green,7,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
68,Uganda,buginyanya,,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1600,bulambuli eastern region,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Kyagalanyi Ltd,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,0,0.0,Green,1,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928
69,Guatemala,asoperc,,beneficio exportacafe agua santa,11-52-492,exportcafe,5600-5760 metros,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0,0.0,Green,1,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
70,Ethiopia,,,,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0,0.0,Green,18,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
71,Uganda,chesiyo farmer group,,great lakes coffee,0,great lakes coffee,1950,kapchorwa,Chesiyo Farmer group,150,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Great Lakes Coffee Uganda,SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0,0.0,Green,5,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928
72,United States (Hawaii),,,,220453,kona pacific farmers cooperative,,kona,,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,4,0.0,,6,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
73,Brazil,fazenda serra de três barras,,,002/1251/0072,nucoffee,1250m,south of minas,José Vagner Ribeiro Junqueira,5,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0,0.0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
74,El Salvador,sierra nevada,,beneficio las tres puertas,9-060-60D-L-1D,,1400 m,apaneca,J. Hill y Cia SA de CV,2,"1 kg,lbs",Specialty Coffee Association,2009 / 2010,"May 31st, 2010",Grounds for Health Admin,,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0.0,,0,"May 31st, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
75,China,pu'er city longke coffee co.ltd,YNC-16115,pu'er city longke coffee co.ltd,,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93
76,Guatemala,el injerto s.a.,,el injerto s.a.,11999144,essence coffee,1770,huehuetenango,Arturo Aguirre,36,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0.0,Green,1,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0
77,Costa Rica,several,,cafe altura de san ramon,5-562-0006,the coffee source inc.,1300,west valley,Cafe Altura de San Ramon,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0,0.0,Bluish-Green,0,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
78,Costa Rica,several,,cafe altura de san ramon,5-562-0016,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0.0,Bluish-Green,2,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
79,Kenya,,,,37/672/0017,rashid moledina & co. (msa) ltd,above 1600 m,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0,0.0,Green,2,"April 19th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
80,Kenya,,,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,above 1200 m,central kenya,Blend from various Producers,300,60 kg,Kenya Coffee Traders Association,2012,"March 12th, 2013",Ibero Kenya Limited,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0,0.0,Green,6,"March 12th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
81,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,010/0157,,,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0.0,,2,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b
82,Ethiopia,,,,010/0001/0022,,,yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0,0.0,,3,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b
83,Guatemala,la esperanza y anexos,11/23/0177,beneficio ixchel,11/23/0177,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2.0,Green,2,"April 27th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
84,Colombia,various,,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,1550 msnm,santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,Green,0,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
85,Colombia,,,trilladora boananza,3-79-0634,ecom cca sa,1550,santander,,250,70 kg,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,Green,2,"January 17th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
86,Indonesia,,,,,"nomura trading co., ltd.",1250-1400 meter,lintong,,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,Green,3,"November 26th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
87,Guatemala,coop. hoja blanca - fedecocagua,,coop. hoja blanca - fedecocagua,11-30-0593,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,,7,"January 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
88,Ethiopia,seid damtew coffee planation,,at site and addis ababa,495,seid damtew coffee planation,,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,Green,8,"August 9th, 2017",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd
89,Colombia,,,pasto,3-59-3115,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,,0,"August 17th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
90,Ethiopia,aricha coop,,aricha coop,,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,Green,7,"October 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
91,United States (Hawaii),,,,KP 022014,kona pacific farmers cooperative,,kona,,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish-Green,2,"March 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
92,Colombia,,,,3-59-0951,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,Green,8,"March 16th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
93,United States (Hawaii),,,,,,,kona,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0.0,,7,"December 27th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
94,Ethiopia,,,,010/0058/Sidamo,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0,0.0,,5,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b
95,United States (Hawaii),kona pacific farmers cooperative,,kona pacific farmers cooperative,HDOA 210310,,,kona,,27,0 lbs,Specialty Coffee Association,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0,0.0,,0,"May 17th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
96,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,Green,1,"July 24th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928
97,Colombia,,3-37-1829,bachue,3-37-1829,racafe & cia s.c.a,,huila,La Plata,135,70 kg,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,3,"February 15th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
98,Costa Rica,estate la patricia,LP-C211-180,micro beneficio la cabaña-javier meza,,bold coast coffee,1900,tarrazu,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,Green,1,"January 30th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
99,Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho agroecológico",,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,1,30 kg,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,Green,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386
100,Kenya,,CN 11462 AA,ckcm,,c dorman ltd,-1,,,170,60 kg,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,0,5.0,Green,7,"May 7th, 2017",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
101,Kenya,machure estate,,,37/672/0016,rashid moledina & co. (msa) ltd,1580,central kenya,,38,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,5,"April 19th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74
102,Brazil,sitío são geraldo,,,002/1251/0242,nucoffee,1100m,grama valley,Idalina M. De Andrade Ferreira,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,Green,3,"February 28th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d
103,Mexico,kassandra,,,016-2484-04,,1400 masl,mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,,0,"April 5th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
104,United States (Hawaii),kona pacific farmers cooperative,,,HDOA#210306,,,kona,,15,100 lbs,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,,1,"February 24th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
105,Guatemala,la igualdad,,concepcion,11-194-0014,,3500-5200 feet,"chuva, san marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,,1,"September 7th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
106,Colombia,,3-37-0277,bachue,3-37-0277,racafe & cia s.c.a,,huila,La Plata,243,70 kg,Almacafé,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,,2,"November 25th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
107,Colombia,,,,3-37-4824,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,252,70 kg,Almacafé,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,1,"October 25th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
108,Taiwan,baishengcun coffee 百勝村咖啡莊園,,baishengcun coffee 百勝村咖啡莊園,Taiwan,taiwan coffee laboratory,800 m,natou county,SU CHUEN SHIAN 蘇春賢,20,40 kg,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
